Time (h)	Temperature (K)	Fission rate (fiss / m3 s)	Hydrostatic stress (MPa)	Grain radius (m)	Xe produced (at/m3)	Xe in grain (at/m3)	Xe in intragranular solution (at/m3)	Xe in intragranular bubbles (at/m3)	Xe at grain boundary (at/m3)	Xe released (at/m3)	Kr produced (at/m3)	Kr in grain (at/m3)	Kr in intragranular solution (at/m3)	Kr in intragranular bubbles (at/m3)	Kr at grain boundary (at/m3)	Kr released (at/m3)	Fission gas release (/)	Intragranular bubble concentration (bub/m3)	Intragranular bubble radius (m)	Intragranular gas swelling (/)	Intergranular bubble concentration (bub/m2)	Intergranular atoms per bubble (at/bub)	Intergranular vacancies per bubble (vac/bub)	Intergranular bubble radius (m)	Intergranular bubble area (m2)	Intergranular bubble volume (m3)	Intergranular fractional coverage (/)	Intergranular saturation fractional coverage (/)	Intergranular gas swelling (/)	Intergranular fractional intactness (/)	Burnup (MWd/kgUO2)	U235 (at/m3)	U238 (at/m3)	Intergranular vented fraction (/)	Intergranular venting probability (/)	
13200	1775	3e+18	0	1.656496e-05	3.42144e+25	2.645838e+25	9.172197e+23	2.554116e+25	1.87958e+24	5.876442e+24	4.2768e+24	3.307297e+24	1.146525e+23	3.192645e+24	2.349475e+23	7.345552e+23	0.1717535	3.610696e+23	9.182315e-10	0.001170944	1.104135e+12	1.057451e+07	2.080868e+09	4.956156e-07	4.528431e-13	8.598227e-20	0.5	0.5	0.01719341	1	4.837891	7.209709e+26	2.301694e+28	0	0.3866062	
13260	1775	3e+18	0	1.656496e-05	3.436992e+25	2.655613e+25	9.223708e+23	2.563376e+25	1.88495e+24	5.928843e+24	4.29624e+24	3.319516e+24	1.152964e+23	3.20422e+24	2.356187e+23	7.411053e+23	0.1725009	3.604501e+23	9.198723e-10	0.001175213	1.076725e+12	1.087469e+07	2.161047e+09	5.018845e-07	4.643713e-13	8.928639e-20	0.5	0.5	0.01741088	1	4.859882	7.209709e+26	2.301694e+28	0	0.3864584	
13320	1775	3e+18	0	1.656496e-05	3.452544e+25	2.665371e+25	9.275257e+23	2.572618e+25	1.890501e+24	5.981231e+24	4.31568e+24	3.331714e+24	1.159407e+23	3.215773e+24	2.363126e+23	7.476539e+23	0.1732413	3.598342e+23	9.215078e-10	0.001179473	1.050131e+12	1.118292e+07	2.243872e+09	5.081997e-07	4.761312e-13	9.269945e-20	0.5	0.5	0.01762996	1	4.881872	7.209709e+26	2.301694e+28	0	0.3863109	
13380	1775	3e+18	0	1.656496e-05	3.468096e+25	2.675112e+25	9.326843e+23	2.581844e+25	1.896236e+24	6.033603e+24	4.33512e+24	3.34389e+24	1.165855e+23	3.227305e+24	2.370295e+23	7.542004e+23	0.1739745	3.592219e+23	9.231379e-10	0.001183726	1.024331e+12	1.149936e+07	2.329398e+09	5.145599e-07	4.881235e-13	9.622363e-20	0.5	0.5	0.0178506	1	4.903862	7.209709e+26	2.301694e+28	0	0.3861638	
13440	1775	3e+18	0	1.656496e-05	3.483648e+25	2.684837e+25	9.378467e+23	2.591052e+25	1.902158e+24	6.085956e+24	4.35456e+24	3.356046e+24	1.172308e+23	3.238815e+24	2.377698e+23	7.607445e+23	0.1747007	3.586131e+23	9.247627e-10	0.001187971	9.993032e+11	1.182418e+07	2.417676e+09	5.209637e-07	5.003487e-13	9.986109e-20	0.5	0.5	0.01807276	1	4.925853	7.209709e+26	2.301694e+28	0	0.386017	
13500	1775	3e+18	0	1.656496e-05	3.4992e+25	2.694544e+25	9.430127e+23	2.600243e+25	1.90827e+24	6.138287e+24	4.374e+24	3.36818e+24	1.178766e+23	3.250304e+24	2.385338e+23	7.672859e+23	0.1754197	3.580079e+23	9.263823e-10	0.001192208	9.750255e+11	1.215754e+07	2.508759e+09	5.274097e-07	5.128071e-13	1.03614e-19	0.5	0.5	0.01829637	1	4.947843	7.209709e+26	2.301694e+28	0	0.3858706	
13560	1775	3e+18	0	1.656496e-05	3.514752e+25	2.704235e+25	9.481823e+23	2.609417e+25	1.914575e+24	6.190593e+24	4.39344e+24	3.380294e+24	1.185228e+23	3.261771e+24	2.393218e+23	7.738242e+23	0.1761317	3.574061e+23	9.279966e-10	0.001196437	9.514764e+11	1.24996e+07	2.602698e+09	5.338965e-07	5.254991e-13	1.074843e-19	0.5	0.5	0.01852141	1	4.969834	7.209709e+26	2.301694e+28	0	0.3857245	
13620	1775	3e+18	0	1.656496e-05	3.530304e+25	2.713909e+25	9.533554e+23	2.618574e+25	1.921074e+24	6.242872e+24	4.41288e+24	3.392387e+24	1.191694e+23	3.273217e+24	2.401342e+23	7.80359e+23	0.1768367	3.568078e+23	9.296057e-10	0.001200658	9.286351e+11	1.285052e+07	2.699541e+09	5.404227e-07	5.384246e-13	1.114743e-19	0.5	0.5	0.01874781	1	4.991824	7.209709e+26	2.301694e+28	0	0.3855788	
13680	1775	3e+18	0	1.656496e-05	3.545856e+25	2.723567e+25	9.585321e+23	2.627714e+25	1.927769e+24	6.29512e+24	4.43232e+24	3.404459e+24	1.198165e+23	3.284642e+24	2.409712e+23	7.8689e+23	0.1775346	3.56213e+23	9.312096e-10	0.001204871	9.064807e+11	1.321047e+07	2.799339e+09	5.469868e-07	5.515837e-13	1.155858e-19	0.5	0.5	0.01897552	1	5.013814	7.209709e+26	2.301694e+28	0	0.3854335	
13740	1775	3e+18	0	1.656496e-05	3.561408e+25	2.733208e+25	9.637123e+23	2.636837e+25	1.934664e+24	6.347335e+24	4.45176e+24	3.41651e+24	1.20464e+23	3.296046e+24	2.41833e+23	7.934169e+23	0.1782254	3.556215e+23	9.328084e-10	0.001209077	8.849932e+11	1.357961e+07	2.902139e+09	5.535873e-07	5.649761e-13	1.198208e-19	0.5	0.5	0.0192045	1	5.035805	7.209709e+26	2.301694e+28	0	0.3852885	
13800	1775	3e+18	0	1.656496e-05	3.57696e+25	2.742832e+25	9.688959e+23	2.645943e+25	1.941759e+24	6.399516e+24	4.4712e+24	3.428541e+24	1.21112e+23	3.307429e+24	2.427199e+23	7.999395e+23	0.1789094	3.550334e+23	9.34402e-10	0.001213275	8.641527e+11	1.395811e+07	3.007988e+09	5.602229e-07	5.786014e-13	1.241814e-19	0.5	0.5	0.0194347	1	5.057795	7.209709e+26	2.301694e+28	0	0.3851438	
13860	1775	3e+18	0	1.656496e-05	3.592512e+25	2.75244e+25	9.740828e+23	2.655032e+25	1.949057e+24	6.45166e+24	4.49064e+24	3.44055e+24	1.217604e+23	3.31879e+24	2.436322e+23	8.064575e+23	0.1795863	3.544486e+23	9.359906e-10	0.001217464	8.439398e+11	1.434613e+07	3.116933e+09	5.66892e-07	5.924593e-13	1.286693e-19	0.5	0.5	0.01966606	1	5.079786	7.209709e+26	2.301694e+28	0	0.3849995	
13920	1775	3e+18	0	1.656496e-05	3.608064e+25	2.762032e+25	9.792731e+23	2.664104e+25	1.95656e+24	6.503765e+24	4.51008e+24	3.452539e+24	1.224091e+23	3.33013e+24	2.445699e+23	8.129706e+23	0.1802564	3.538671e+23	9.375741e-10	0.001221647	8.243356e+11	1.474384e+07	3.229018e+09	5.735933e-07	6.065491e-13	1.332865e-19	0.5	0.5	0.01989853	1	5.101776	7.209709e+26	2.301694e+28	0	0.3848556	
13980	1775	3e+18	0	1.656496e-05	3.623616e+25	2.771606e+25	9.844667e+23	2.67316e+25	1.964267e+24	6.555829e+24	4.52952e+24	3.464508e+24	1.230583e+23	3.34145e+24	2.455334e+23	8.194787e+23	0.1809195	3.532889e+23	9.391526e-10	0.001225821	8.053215e+11	1.515141e+07	3.344287e+09	5.803252e-07	6.2087e-13	1.380347e-19	0.5	0.5	0.02013207	1	5.123767	7.209709e+26	2.301694e+28	0	0.384712	
14040	1775	3e+18	0	1.656496e-05	3.639168e+25	2.781165e+25	9.896636e+23	2.682198e+25	1.972182e+24	6.607852e+24	4.54896e+24	3.476456e+24	1.237079e+23	3.352748e+24	2.465227e+23	8.259815e+23	0.1815759	3.52714e+23	9.40726e-10	0.001229988	7.868795e+11	1.556899e+07	3.462782e+09	5.870864e-07	6.354213e-13	1.429157e-19	0.5	0.5	0.02036662	1	5.145757	7.209709e+26	2.301694e+28	0	0.3845688	
14100	1775	3e+18	0	1.656496e-05	3.65472e+25	2.790706e+25	9.948636e+23	2.69122e+25	1.980304e+24	6.659831e+24	4.5684e+24	3.488383e+24	1.24358e+23	3.364025e+24	2.47538e+23	8.324789e+23	0.1822255	3.521422e+23	9.422945e-10	0.001234146	7.689917e+11	1.599675e+07	3.584545e+09	5.938753e-07	6.50202e-13	1.479312e-19	0.5	0.5	0.02060213	1	5.167747	7.209709e+26	2.301694e+28	0	0.384426	
14160	1775	3e+18	0	1.656496e-05	3.670272e+25	2.800232e+25	1.000067e+24	2.700225e+25	1.988635e+24	6.711766e+24	4.58784e+24	3.50029e+24	1.250084e+23	3.375282e+24	2.485794e+23	8.389707e+23	0.1828683	3.515737e+23	9.438581e-10	0.001238298	7.516411e+11	1.643487e+07	3.709616e+09	6.006906e-07	6.652111e-13	1.530828e-19	0.5	0.5	0.02083856	1	5.189738	7.209709e+26	2.301694e+28	0	0.3842836	
14220	1775	3e+18	0	1.656496e-05	3.685824e+25	2.809741e+25	1.005273e+24	2.709214e+25	1.997176e+24	6.763655e+24	4.60728e+24	3.512176e+24	1.256591e+23	3.386517e+24	2.496469e+23	8.454568e+23	0.1835045	3.510083e+23	9.454167e-10	0.001242441	7.348107e+11	1.68835e+07	3.838034e+09	6.075309e-07	6.804474e-13	1.583722e-19	0.5	0.5	0.02107586	1	5.211728	7.209709e+26	2.301694e+28	0	0.3841415	
14280	1775	3e+18	0	1.656496e-05	3.701376e+25	2.819234e+25	1.010483e+24	2.718185e+25	2.005926e+24	6.815497e+24	4.62672e+24	3.524042e+24	1.263103e+23	3.397732e+24	2.507408e+23	8.519371e+23	0.1841341	3.50446e+23	9.469705e-10	0.001246577	7.184842e+11	1.734281e+07	3.969836e+09	6.143948e-07	6.959096e-13	1.638009e-19	0.5	0.5	0.02131397	1	5.233719	7.209709e+26	2.301694e+28	0	0.3839997	
14340	1775	3e+18	0	1.656496e-05	3.716928e+25	2.82871e+25	1.015695e+24	2.727141e+25	2.014888e+24	6.867292e+24	4.64616e+24	3.535888e+24	1.269619e+23	3.408926e+24	2.51861e+23	8.584115e+23	0.1847572	3.498869e+23	9.485194e-10	0.001250705	7.026455e+11	1.781297e+07	4.105061e+09	6.212808e-07	7.115964e-13	1.693705e-19	0.5	0.5	0.02155286	1	5.255709	7.209709e+26	2.301694e+28	0	0.3838584	
14400	1775	3e+18	0	1.656496e-05	3.73248e+25	2.83817e+25	1.02091e+24	2.736079e+25	2.02406e+24	6.919039e+24	4.6656e+24	3.547713e+24	1.276138e+23	3.420099e+24	2.530075e+23	8.648798e+23	0.1853738	3.493308e+23	9.500635e-10	0.001254826	6.872792e+11	1.829414e+07	4.243741e+09	6.281878e-07	7.275063e-13	1.750824e-19	0.5	0.5	0.02179247	1	5.277699	7.209709e+26	2.301694e+28	0	0.3837174	
14460	1775	3e+18	0	1.656496e-05	3.748032e+25	2.847614e+25	1.026129e+24	2.745001e+25	2.033444e+24	6.970737e+24	4.68504e+24	3.559517e+24	1.282661e+23	3.431251e+24	2.541805e+23	8.713421e+23	0.1859839	3.487778e+23	9.516027e-10	0.001258938	6.723702e+11	1.878648e+07	4.385913e+09	6.351143e-07	7.43638e-13	1.809379e-19	0.5	0.5	0.02203275	1	5.29969	7.209709e+26	2.301694e+28	0	0.3835768	
